match_id,temporada,fecha,jornada,round_type,round_id,week_id,equipo_local,equipo_visitante,club_local_id,club_visitante_id,pts_local,pts_visitante,ganador,entrenador_local,entrenador_visitante,loc_asistencias,loc_faltas_cometidas,loc_perdidas,loc_reb_defensivos,loc_reb_ofensivos,loc_reb_totales,loc_recuperaciones,loc_t2_anotados,loc_t2_intentados,loc_t2_pct,loc_t3_anotados,loc_t3_intentados,loc_t3_pct,loc_tapones_contra,loc_tapones_favor,loc_tl_anotados,loc_tl_intentados,loc_tl_pct,loc_valoracion,vis_asistencias,vis_faltas_cometidas,vis_perdidas,vis_reb_defensivos,vis_reb_ofensivos,vis_reb_totales,vis_recuperaciones,vis_t2_anotados,vis_t2_intentados,vis_t2_pct,vis_t3_anotados,vis_t3_intentados,vis_t3_pct,vis_tapones_contra,vis_tapones_favor,vis_tl_anotados,vis_tl_intentados,vis_tl_pct,vis_valoracion
103390,2022-23,2023-01-22T11:30:00Z,17,LR,5553,281,Barça,Surne Bilbao Basket,2,4,88,78,local,Sarunas Jasikevicius ,Jaume Ponsarnau,23,17,12,23,7,30,12,20,36,0.5556,11,25,0.44,1,4,15,17,0.8824,115,17,20,18,24,10,34,6,16,36,0.4444,12,23,0.5217,4,1,10,14,0.7143,76
103391,2022-23,2023-01-22T11:30:00Z,17,LR,5553,281,Monbus Obradoiro,Cazoo Baskonia,57,3,91,86,local,Moncho Fernández,Joan Peñarroya,12,20,12,24,7,31,4,18,34,0.5294,12,30,0.4,0,3,19,23,0.8261,90,19,20,17,25,9,34,9,24,42,0.5714,9,24,0.375,3,1,11,17,0.6471,90
103392,2022-23,2023-01-21T19:45:00Z,17,LR,5553,281,Lenovo Tenerife,Real Betis Baloncesto,28,15,88,64,local,Txus Vidorreta,Luis Casimiro,24,16,11,20,5,25,6,25,34,0.7353,8,17,0.4706,2,1,14,24,0.5833,108,8,21,10,13,14,27,8,19,41,0.4634,4,21,0.1905,1,2,14,16,0.875,52
103393,2022-23,2023-01-21T19:45:00Z,17,LR,5553,281,BAXI Manresa,Unicaja,10,14,94,98,visitante,Pedro Martínez,Ibon Navarro,22,23,19,36,6,42,8,26,46,0.5652,8,20,0.4,4,5,18,25,0.72,109,16,23,15,25,9,34,13,21,42,0.5,13,37,0.3514,4,4,17,22,0.7727,95
103394,2022-23,2023-01-22T11:30:00Z,17,LR,5553,281,Coviran Granada,Bàsquet Girona,592,591,78,92,visitante,Pablo Pin,Aíto G. Reneses,11,17,21,21,7,28,7,19,38,0.5,8,22,0.3636,4,1,16,20,0.8,67,25,21,14,21,11,32,13,27,45,0.6,7,23,0.3043,1,4,17,21,0.8095,109
103395,2022-23,2023-01-21T17:00:00Z,17,LR,5553,281,Carplus Fuenlabrada,UCAM Murcia,17,12,72,88,visitante,José Luis Pichel,Sito Alonso,13,18,21,28,13,41,6,19,47,0.4043,7,18,0.3889,6,4,13,22,0.5909,62,18,19,8,21,13,34,11,24,48,0.5,10,31,0.3226,3,6,10,15,0.6667,94
103396,2022-23,2023-01-15T16:00:00Z,16,LR,5554,296,Cazoo Baskonia,Joventut Badalona,3,8,84,83,local,Joan Peñarroya,Carles Duran,22,21,5,23,8,31,5,18,35,0.5143,12,31,0.3871,2,2,12,14,0.8571,99,18,21,9,28,10,38,1,25,43,0.5814,7,20,0.35,2,2,12,16,0.75,95
103397,2022-23,2023-01-15T16:00:00Z,16,LR,5554,296,UCAM Murcia,Barça,12,2,72,86,visitante,Sito Alonso,Sarunas Jasikevicius ,15,26,7,13,14,27,6,18,45,0.4,7,22,0.3182,3,3,15,20,0.75,61,15,21,10,26,15,41,3,23,47,0.4894,7,17,0.4118,3,3,19,25,0.76,99
103398,2022-23,2023-01-15T16:00:00Z,16,LR,5554,296,Valencia Basket,BAXI Manresa,13,10,103,92,local,Álex Mumbrú,Pedro Martínez,22,18,17,23,15,38,7,29,41,0.7073,10,33,0.303,1,2,15,20,0.75,119,24,23,14,16,5,21,12,29,43,0.6744,8,24,0.3333,2,1,10,12,0.8333,97
103399,2022-23,2023-01-15T11:30:00Z,16,LR,5554,296,Coviran Granada,Real Madrid,592,9,62,82,visitante,Pablo Pin,Chus Mateo,8,20,16,21,12,33,9,22,46,0.4783,3,19,0.1579,6,3,9,14,0.6429,43,18,15,14,29,20,49,13,25,44,0.5682,6,31,0.1935,3,6,14,22,0.6364,104
103400,2022-23,2023-01-15T11:30:00Z,16,LR,5554,296,Real Betis Baloncesto,Monbus Obradoiro,15,57,71,73,visitante,Luis Casimiro,Moncho Fernández,11,15,12,22,16,38,6,21,35,0.6,6,28,0.2143,1,3,11,19,0.5789,73,17,16,11,17,13,30,5,16,36,0.4444,12,28,0.4286,3,1,5,12,0.4167,68
103401,2022-23,2023-01-14T19:45:00Z,16,LR,5554,296,Gran Canaria,Carplus Fuenlabrada,5,17,110,65,local,Jaka Lakovic,José Luis Pichel,23,18,7,15,7,22,14,23,36,0.6389,16,31,0.5161,1,0,16,19,0.8421,131,8,19,22,19,9,28,4,19,32,0.5938,5,22,0.2273,0,1,12,16,0.75,49
103402,2022-23,2023-01-14T19:45:00Z,16,LR,5554,296,Casademont Zaragoza,Lenovo Tenerife,16,28,83,87,visitante,Porfirio Fisac,Txus Vidorreta,18,22,12,20,9,29,6,29,53,0.5472,5,19,0.2632,3,4,10,16,0.625,79,21,20,19,26,10,36,6,16,33,0.4848,12,30,0.4,4,3,19,20,0.95,96
103403,2022-23,2023-01-14T18:00:00Z,16,LR,5554,296,Bàsquet Girona,Surne Bilbao Basket,591,4,84,59,local,Aíto G. Reneses,Jaume Ponsarnau,20,17,11,27,7,34,9,28,44,0.6364,5,17,0.2941,2,5,13,16,0.8125,109,10,18,14,18,10,28,8,13,27,0.4815,9,34,0.2647,5,2,6,8,0.75,46
103404,2022-23,2023-01-08T19:00:00Z,15,LR,5568,282,Surne Bilbao Basket,UCAM Murcia,4,12,99,81,local,Jaume Ponsarnau,Sito Alonso,20,18,11,30,9,39,3,21,36,0.5833,14,32,0.4375,4,3,15,19,0.7895,114,16,21,10,18,9,27,4,22,42,0.5238,8,29,0.2759,3,4,13,16,0.8125,72
103405,2022-23,2022-12-30T17:30:00Z,13,LR,5566,283,Carplus Fuenlabrada,Monbus Obradoiro,17,57,79,82,visitante,José Luis Pichel,Moncho Fernández,16,22,11,24,5,29,6,21,36,0.5833,4,16,0.25,1,2,25,33,0.7576,87,17,24,12,21,6,27,3,17,35,0.4857,12,28,0.4286,2,1,12,16,0.75,76
103406,2022-23,2022-12-29T20:30:00Z,13,LR,5566,283,Lenovo Tenerife,Coviran Granada,28,592,98,66,local,Txus Vidorreta,Pablo Pin,22,13,11,21,9,30,10,22,35,0.6286,12,26,0.4615,1,1,18,21,0.8571,125,9,19,16,16,14,30,7,19,38,0.5,7,31,0.2258,1,1,7,10,0.7,44
103407,2022-23,2022-12-29T19:30:00Z,13,LR,5566,283,Joventut Badalona,Real Betis Baloncesto,8,15,93,81,local,Carles Duran,Luis Casimiro,24,23,8,31,11,42,4,24,43,0.5581,9,25,0.36,1,2,18,21,0.8571,111,15,18,10,23,5,28,2,14,26,0.5385,10,32,0.3125,1,1,23,30,0.7667,80
103408,2022-23,2022-12-10T19:45:00Z,11,LR,5564,286,Joventut Badalona,Lenovo Tenerife,8,28,78,69,local,Carles Duran,Txus Vidorreta,15,21,10,26,7,33,3,19,30,0.6333,10,29,0.3448,0,5,10,13,0.7692,87,16,18,8,22,15,37,7,13,28,0.4643,9,36,0.25,5,0,16,22,0.7273,70
103409,2022-23,2022-12-10T17:00:00Z,11,LR,5564,286,UCAM Murcia,Real Betis Baloncesto,12,15,76,72,local,Sito Alonso,Luis Casimiro,16,18,16,24,14,38,9,20,39,0.5128,7,26,0.2692,3,3,15,21,0.7143,80,14,19,17,24,5,29,10,21,36,0.5833,6,24,0.25,3,3,12,16,0.75,70
103410,2022-23,2022-12-10T17:00:00Z,11,LR,5564,286,Carplus Fuenlabrada,Unicaja,17,14,85,117,visitante,José Luis Pichel,Ibon Navarro,18,18,11,15,10,25,7,27,49,0.551,4,19,0.2105,5,2,19,22,0.8636,79,33,17,10,19,7,26,8,29,44,0.6591,16,26,0.6154,2,5,11,12,0.9167,152
103411,2022-23,2022-12-04T19:00:00Z,10,LR,5563,287,Coviran Granada,Real Betis Baloncesto,592,15,66,76,visitante,Pablo Pin,Luis Casimiro,12,23,18,30,15,45,6,17,38,0.4474,6,35,0.1714,3,3,14,23,0.6087,55,16,27,14,28,15,43,9,14,37,0.3784,10,37,0.2703,3,3,18,25,0.72,69
103412,2022-23,2022-12-04T17:00:00Z,10,LR,5563,287,Real Madrid,Valencia Basket,9,13,79,62,local,Chus Mateo,Álex Mumbrú,17,16,14,25,11,36,6,16,34,0.4706,8,24,0.3333,1,7,23,25,0.92,102,10,24,10,20,11,31,7,17,42,0.4048,6,31,0.1935,7,1,10,10,1.0,36
103413,2022-23,2022-12-04T16:00:00Z,10,LR,5563,287,Cazoo Baskonia,UCAM Murcia,3,12,102,73,local,Joan Peñarroya,Sito Alonso,28,19,10,28,7,35,10,26,37,0.7027,13,27,0.4815,1,6,11,17,0.6471,139,12,20,11,21,5,26,7,22,42,0.5238,5,20,0.25,5,1,14,19,0.7368,62
103414,2022-23,2022-12-04T12:00:00Z,10,LR,5563,287,Lenovo Tenerife,Carplus Fuenlabrada,28,17,97,72,local,Txus Vidorreta,José Luis Pichel,23,15,12,21,8,29,9,24,39,0.6154,13,26,0.5,2,2,10,12,0.8333,120,18,19,14,18,10,28,10,21,40,0.525,8,24,0.3333,1,2,6,10,0.6,72
103415,2022-23,2022-12-04T11:30:00Z,10,LR,5563,287,Bàsquet Girona,Río Breogán,591,25,66,73,visitante,Aíto G. Reneses,Veljko Mrsic,16,22,15,21,9,30,10,22,41,0.5366,4,22,0.1818,1,0,10,14,0.7143,63,15,20,18,24,6,30,8,16,26,0.6154,8,25,0.32,0,1,17,22,0.7727,79
103416,2022-23,2022-12-03T19:45:00Z,10,LR,5563,287,Monbus Obradoiro,Barça,57,2,76,74,local,Moncho Fernández,Sarunas Jasikevicius ,13,20,5,16,6,22,2,22,37,0.5946,6,25,0.24,1,0,14,17,0.8235,70,11,20,9,24,8,32,4,23,36,0.6389,5,28,0.1786,0,1,13,14,0.9286,76
103417,2022-23,2022-12-03T19:45:00Z,10,LR,5563,287,Unicaja,Casademont Zaragoza,14,16,104,78,local,Ibon Navarro,Porfirio Fisac,22,24,12,19,7,26,10,19,34,0.5588,19,38,0.5,1,1,9,9,1.0,109,14,17,21,24,10,34,7,24,45,0.5333,4,13,0.3077,1,1,18,22,0.8182,85
103418,2022-23,2022-12-03T17:00:00Z,10,LR,5563,287,Surne Bilbao Basket,Gran Canaria,4,5,76,72,local,Jaume Ponsarnau,Jaka Lakovic,13,16,12,23,5,28,9,11,26,0.4231,13,30,0.4333,2,3,15,18,0.8333,82,9,18,12,27,12,39,6,21,38,0.5526,8,31,0.2581,2,3,6,11,0.5455,68
103419,2022-23,2022-12-03T17:00:00Z,10,LR,5563,287,BAXI Manresa,Joventut Badalona,10,8,68,90,visitante,Pedro Martínez,Carles Duran,16,20,13,17,9,26,4,19,41,0.4634,8,28,0.2857,1,2,6,10,0.6,56,11,20,13,30,11,41,7,22,39,0.5641,10,25,0.4,2,1,16,18,0.8889,100
103420,2022-23,2022-11-27T16:00:00Z,9,LR,5569,288,Valencia Basket,Unicaja,13,14,67,83,visitante,Álex Mumbrú,Ibon Navarro,10,22,13,22,11,33,2,16,37,0.4324,5,21,0.2381,3,1,20,28,0.7143,56,16,26,8,23,11,34,6,22,41,0.5366,10,29,0.3448,1,3,9,11,0.8182,88
103421,2022-23,2022-11-27T16:00:00Z,9,LR,5569,288,Cazoo Baskonia,Bàsquet Girona,3,591,95,68,local,Joan Peñarroya,Aíto G. Reneses,24,17,16,28,4,32,10,15,28,0.5357,19,36,0.5278,1,2,8,10,0.8,112,20,15,16,24,8,32,12,22,41,0.5366,5,24,0.2083,2,1,9,12,0.75,76
103422,2022-23,2022-11-27T16:00:00Z,9,LR,5569,288,Barça,Coviran Granada,2,592,100,82,local,Sarunas Jasikevicius ,Pablo Pin,23,19,10,15,10,25,8,29,46,0.6304,11,21,0.5238,2,3,9,10,0.9,119,14,19,13,15,8,23,6,28,42,0.6667,5,16,0.3125,3,2,11,15,0.7333,82
103423,2022-23,2022-12-10T19:45:00Z,11,LR,5564,286,Casademont Zaragoza,Coviran Granada,16,592,73,57,local,Porfirio Fisac,Pablo Pin,13,20,14,30,14,44,11,22,44,0.5,6,24,0.25,5,6,11,17,0.6471,82,14,20,15,23,9,32,7,17,41,0.4146,5,24,0.2083,6,5,8,14,0.5714,45
103424,2022-23,2022-12-11T11:30:00Z,11,LR,5564,286,Real Madrid,BAXI Manresa,9,10,103,89,local,Chus Mateo,Pedro Martínez,19,20,14,25,8,33,11,23,40,0.575,10,25,0.4,0,2,27,35,0.7714,122,20,28,18,25,9,34,8,24,48,0.5,10,25,0.4,2,1,11,16,0.6875,80
103425,2022-23,2022-12-11T11:30:00Z,11,LR,5564,286,Valencia Basket,Bàsquet Girona,13,591,104,69,local,Álex Mumbrú,Aíto G. Reneses,30,19,14,28,6,34,14,16,25,0.64,20,38,0.5263,2,6,12,19,0.6316,138,13,19,18,23,8,31,9,20,43,0.4651,4,22,0.1818,6,2,17,21,0.8095,55
103426,2022-23,2022-12-11T16:00:00Z,11,LR,5564,286,Río Breogán,Barça,25,2,74,78,visitante,Veljko Mrsic,Sarunas Jasikevicius ,12,25,10,20,8,28,10,23,43,0.5349,6,21,0.2857,1,1,10,16,0.625,64,21,18,16,25,3,28,9,18,29,0.6207,8,23,0.3478,1,1,18,27,0.6667,92
103427,2022-23,2022-12-28T20:30:00Z,13,LR,5566,283,Unicaja,UCAM Murcia,14,12,82,66,local,Ibon Navarro,Sito Alonso,17,23,16,37,9,46,5,29,48,0.6042,5,21,0.2381,2,2,9,15,0.6,90,18,20,11,25,6,31,7,17,36,0.4722,7,33,0.2121,2,2,11,16,0.6875,62
103428,2022-23,2022-12-28T18:00:00Z,13,LR,5566,283,Barça,Casademont Zaragoza,2,16,68,63,local,Sarunas Jasikevicius ,Porfirio Fisac,21,17,13,27,8,35,8,17,38,0.4474,8,30,0.2667,9,1,10,15,0.6667,63,12,17,15,27,10,37,7,22,46,0.4783,3,18,0.1667,1,9,10,17,0.5882,66
103429,2022-23,2022-12-27T20:30:00Z,13,LR,5566,283,Gran Canaria,Valencia Basket,5,13,95,89,local,Jaka Lakovic,Álex Mumbrú,23,20,8,18,5,23,10,21,33,0.6364,14,30,0.4667,2,2,11,15,0.7333,111,18,20,13,20,4,24,5,15,26,0.5769,15,28,0.5357,2,2,14,17,0.8235,96
103430,2022-23,2022-12-27T20:00:00Z,13,LR,5566,283,Surne Bilbao Basket,Real Madrid,4,9,80,85,visitante,Jaume Ponsarnau,Chus Mateo,10,22,14,19,9,28,9,22,43,0.5116,10,25,0.4,3,8,6,7,0.8571,72,15,14,17,22,16,38,10,21,39,0.5385,11,30,0.3667,7,3,10,19,0.5263,89
103431,2022-23,2022-12-27T18:00:00Z,13,LR,5566,283,Río Breogán,Cazoo Baskonia,25,3,77,86,visitante,Veljko Mrsic,Joan Peñarroya,15,21,6,20,7,27,7,18,36,0.5,10,30,0.3333,2,2,11,13,0.8462,75,17,19,11,27,8,35,3,17,29,0.5862,12,31,0.3871,2,2,16,20,0.8,96
103432,2022-23,2022-12-18T11:30:00Z,12,LR,5565,285,Bàsquet Girona,Casademont Zaragoza,591,16,78,69,local,Aíto G. Reneses,Porfirio Fisac,18,17,11,22,6,28,12,17,37,0.4595,9,26,0.3462,6,4,17,17,1.0,85,17,16,20,23,11,34,5,13,29,0.4483,10,27,0.3704,4,6,13,23,0.5652,65
103433,2022-23,2022-12-18T19:00:00Z,12,LR,5565,285,Barça,Unicaja,2,14,75,60,local,Sarunas Jasikevicius ,Ibon Navarro,12,16,10,28,13,41,6,21,43,0.4884,4,18,0.2222,2,0,21,26,0.8077,86,11,23,9,19,8,27,4,17,35,0.4857,8,30,0.2667,0,3,2,3,0.6667,48
103434,2022-23,2022-11-27T11:30:00Z,9,LR,5569,288,UCAM Murcia,Monbus Obradoiro,12,57,80,84,visitante,Sito Alonso,Moncho Fernández,8,32,16,26,11,37,5,17,35,0.4857,9,34,0.2647,4,4,19,22,0.8636,59,13,23,14,26,14,40,6,16,37,0.4324,9,29,0.3103,3,4,25,34,0.7353,88
103435,2022-23,2022-12-18T19:00:00Z,12,LR,5565,285,Cazoo Baskonia,Carplus Fuenlabrada,3,17,102,88,local,Joan Peñarroya,José Luis Pichel,27,21,7,13,10,23,12,27,47,0.5745,11,22,0.5,2,2,15,22,0.6818,118,20,21,19,22,5,27,5,20,30,0.6667,11,22,0.5,2,2,15,23,0.6522,92
103436,2022-23,2022-12-18T17:30:00Z,12,LR,5565,285,Coviran Granada,Valencia Basket,592,13,81,110,visitante,Pablo Pin,Álex Mumbrú,17,20,16,15,10,25,8,17,36,0.4722,9,22,0.4091,1,3,20,30,0.6667,78,31,23,12,20,10,30,9,25,37,0.6757,14,29,0.4828,3,1,18,25,0.72,129
103437,2022-23,2022-12-17T19:45:00Z,12,LR,5565,285,BAXI Manresa,Surne Bilbao Basket,10,4,76,86,visitante,Pedro Martínez,Jaume Ponsarnau,17,19,11,20,6,26,7,18,36,0.5,11,31,0.3548,3,5,7,10,0.7,75,16,18,15,25,10,35,7,26,44,0.5909,6,22,0.2727,4,4,16,19,0.8421,92
103438,2022-23,2022-12-17T19:45:00Z,12,LR,5565,285,UCAM Murcia,Gran Canaria,12,5,99,85,local,Sito Alonso,Jaka Lakovic,17,24,11,25,11,36,5,17,36,0.4722,13,30,0.4333,2,5,26,31,0.8387,106,14,22,12,21,8,29,4,19,37,0.5135,10,24,0.4167,5,3,17,22,0.7727,82
103439,2022-23,2022-12-17T17:00:00Z,12,LR,5565,285,Monbus Obradoiro,Joventut Badalona,57,8,74,91,visitante,Moncho Fernández,Carles Duran,16,22,8,21,8,29,2,16,37,0.4324,6,23,0.2609,0,0,24,32,0.75,67,23,22,7,25,6,31,2,25,39,0.641,10,25,0.4,0,0,11,16,0.6875,105
103440,2022-23,2022-12-17T17:00:00Z,12,LR,5565,285,Real Betis Baloncesto,Río Breogán,15,25,84,89,visitante,Luis Casimiro,Veljko Mrsic,19,20,15,23,4,27,3,15,26,0.5769,15,32,0.4688,1,0,9,15,0.6,81,16,19,9,18,8,26,6,21,36,0.5833,11,26,0.4231,0,1,14,22,0.6364,91
103441,2022-23,2022-12-11T19:00:00Z,11,LR,5564,286,Surne Bilbao Basket,Monbus Obradoiro,4,57,77,80,visitante,Jaume Ponsarnau,Moncho Fernández,17,19,12,19,7,26,11,19,36,0.5278,8,22,0.3636,1,5,15,23,0.6522,89,14,24,16,24,13,37,8,14,34,0.4118,13,31,0.4194,5,1,13,15,0.8667,74
103442,2022-23,2022-12-11T17:30:00Z,11,LR,5564,286,Gran Canaria,Cazoo Baskonia,5,3,68,96,visitante,Jaka Lakovic,Joan Peñarroya,11,12,11,20,7,27,3,17,34,0.5,6,27,0.2222,0,1,16,20,0.8,62,26,17,13,27,9,36,4,20,34,0.5882,17,30,0.5667,1,0,5,12,0.4167,109
103443,2022-23,2022-12-18T12:00:00Z,12,LR,5565,285,Lenovo Tenerife,Real Madrid,28,9,67,80,visitante,Txus Vidorreta,Chus Mateo,13,18,11,18,9,27,5,19,42,0.4524,8,24,0.3333,3,1,5,5,1.0,56,15,15,12,28,9,37,6,17,36,0.4722,12,29,0.4138,1,3,10,17,0.5882,87
103444,2022-23,2023-05-23T18:30:00Z,34,LR,5570,2727,Monbus Obradoiro,Carplus Fuenlabrada,57,17,102,72,local,Moncho Fernández,Oscar Quintana,28,20,15,24,12,36,11,15,32,0.4688,18,37,0.4865,3,5,18,22,0.8182,123,14,19,21,23,8,31,13,20,44,0.4545,4,15,0.2667,5,3,20,24,0.8333,69
103535,2022-23,2023-05-30T19:00:00Z,0,PO,5636,2728,Joventut Badalona,Cazoo Baskonia,8,3,83,76,local,Carles Duran,Joan Peñarroya,15,16,8,25,13,38,4,22,41,0.5366,9,26,0.3462,2,1,12,18,0.6667,93,19,20,9,21,8,29,6,18,31,0.5806,11,32,0.3438,1,2,7,11,0.6364,80
103536,2022-23,2023-06-20T19:00:00Z,0,PO,5646,2731,Real Madrid,Barça,9,2,82,93,visitante,Chus Mateo,Sarunas Jasikevicius ,17,21,8,17,10,27,8,25,37,0.6757,5,21,0.2381,1,2,17,26,0.6538,90,21,21,9,20,7,27,2,25,39,0.641,11,22,0.5,2,1,10,11,0.9091,107
103537,2022-23,2023-06-18T16:30:00Z,0,PO,5645,2730,Barça,Real Madrid,2,9,86,85,local,Sarunas Jasikevicius ,Chus Mateo,19,25,11,15,7,22,4,19,36,0.5278,10,21,0.4762,1,2,18,20,0.9,89,17,23,12,18,5,23,4,20,34,0.5882,8,17,0.4706,2,1,21,26,0.8077,90
103538,2022-23,2023-06-16T19:00:00Z,0,PO,5644,2730,Barça,Real Madrid,2,9,97,88,local,Sarunas Jasikevicius ,Chus Mateo,22,22,5,21,8,29,3,22,36,0.6111,12,29,0.4138,1,2,17,20,0.85,112,11,21,10,19,5,24,4,19,39,0.4872,12,19,0.6316,2,1,14,18,0.7778,85
103541,2022-23,2023-06-13T19:00:00Z,0,PO,5642,2730,Unicaja,Barça,14,2,75,87,visitante,Ibon Navarro,Sarunas Jasikevicius ,13,18,12,15,8,23,11,19,39,0.4872,9,26,0.3462,1,3,10,14,0.7143,70,18,18,17,27,4,31,6,21,30,0.7,11,25,0.44,3,1,12,13,0.9231,98
103542,2022-23,2023-06-12T19:00:00Z,0,PO,5642,2730,Joventut Badalona,Real Madrid,8,9,73,94,visitante,Carles Duran,Chus Mateo,14,19,11,22,14,36,0,15,35,0.4286,10,31,0.3226,6,1,13,20,0.65,58,19,18,5,25,9,34,7,26,41,0.6341,11,31,0.3548,1,6,9,10,0.9,119
103543,2022-23,2023-06-11T16:30:00Z,0,PO,5641,2729,Unicaja,Barça,14,2,79,90,visitante,Ibon Navarro,Sarunas Jasikevicius ,16,26,8,17,12,29,7,20,44,0.4545,7,25,0.28,5,1,18,23,0.7826,69,16,23,9,26,6,32,2,20,34,0.5882,9,21,0.4286,1,5,23,25,0.92,110
103544,2022-23,2023-06-10T16:30:00Z,0,PO,5641,2729,Joventut Badalona,Real Madrid,8,9,73,83,visitante,Carles Duran,Chus Mateo,13,25,15,23,12,35,3,19,40,0.475,7,26,0.2692,3,3,14,19,0.7368,60,19,21,7,29,5,34,10,23,35,0.6571,6,27,0.2222,3,3,19,25,0.76,104
103545,2022-23,2023-06-09T19:00:00Z,0,PO,5640,2729,Barça,Unicaja,2,14,79,88,visitante,Sarunas Jasikevicius ,Ibon Navarro,15,22,14,19,6,25,8,17,32,0.5312,9,25,0.36,2,3,18,23,0.7826,76,12,20,10,24,9,33,7,23,39,0.5897,7,22,0.3182,2,3,21,25,0.84,97
103546,2022-23,2023-06-08T19:00:00Z,0,PO,5640,2729,Real Madrid,Joventut Badalona,9,8,90,73,local,Chus Mateo,Carles Duran,13,20,18,27,12,39,10,27,38,0.7105,7,27,0.2593,1,8,15,17,0.8824,106,14,19,16,17,8,25,9,19,39,0.4872,9,27,0.3333,8,1,8,10,0.8,58
103548,2022-23,2023-06-07T19:00:00Z,0,PO,5639,2729,Barça,Unicaja,2,14,84,81,local,Sarunas Jasikevicius ,Ibon Navarro,18,22,8,15,9,24,8,19,40,0.475,10,22,0.4545,3,1,16,19,0.8421,88,16,24,16,22,18,40,7,25,38,0.6579,6,31,0.1935,1,3,13,18,0.7222,84
103553,2022-23,2023-05-27T16:30:00Z,0,PO,5637,2727,Cazoo Baskonia,Joventut Badalona,3,8,91,99,visitante,Joan Peñarroya,Carles Duran,17,24,10,19,8,27,5,20,31,0.6452,14,36,0.3889,4,5,9,14,0.6429,91,19,23,10,26,5,31,5,16,33,0.4848,15,27,0.5556,5,4,22,26,0.8462,109
103554,2022-23,2023-05-28T10:30:00Z,0,PO,5637,2727,Real Madrid,Dreamland Gran Canaria,9,5,95,68,local,Chus Mateo,Jaka Lakovic,16,16,12,25,5,30,7,19,28,0.6786,13,28,0.4643,2,1,18,24,0.75,111,13,22,12,19,10,29,8,16,34,0.4706,10,31,0.3226,1,2,6,9,0.6667,59
103555,2022-23,2023-05-28T19:00:00Z,0,PO,5637,2727,Lenovo Tenerife,Unicaja,28,14,59,72,visitante,Txus Vidorreta,Ibon Navarro,12,19,11,20,5,25,9,12,33,0.3636,7,22,0.3182,2,2,14,18,0.7778,55,18,20,15,28,9,37,6,19,32,0.5938,9,25,0.36,2,2,7,16,0.4375,79
103556,2022-23,2023-05-29T19:00:00Z,0,PO,5637,2728,Barça,Valencia Basket,2,13,84,74,local,Sarunas Jasikevicius ,Álex Mumbrú,19,18,14,22,6,28,9,22,32,0.6875,12,28,0.4286,1,2,4,5,0.8,98,16,16,16,18,8,26,9,17,31,0.5484,9,23,0.3913,2,1,13,18,0.7222,77
103557,2022-23,2023-06-02T19:00:00Z,0,PO,5636,2728,Valencia Basket,Barça,13,2,64,87,visitante,Álex Mumbrú,Sarunas Jasikevicius ,10,17,11,15,11,26,16,24,49,0.4898,1,18,0.0556,6,1,13,14,0.9286,59,26,19,21,28,7,35,6,12,20,0.6,18,31,0.5806,1,6,9,14,0.6429,110
103558,2022-23,2023-06-01T19:00:00Z,0,PO,5636,2728,Unicaja,Lenovo Tenerife,14,28,97,74,local,Ibon Navarro,Txus Vidorreta,19,23,9,23,10,33,7,20,30,0.6667,14,32,0.4375,2,2,15,19,0.7895,108,16,17,8,19,9,28,7,15,31,0.4839,10,29,0.3448,2,2,14,22,0.6364,80
103559,2022-23,2023-05-31T19:00:00Z,0,PO,5636,2728,Dreamland Gran Canaria,Real Madrid,5,9,81,89,visitante,Jaka Lakovic,Chus Mateo,16,22,10,23,8,31,4,20,39,0.5128,12,31,0.3871,2,4,5,8,0.625,74,13,13,9,31,6,37,6,18,35,0.5143,12,28,0.4286,4,2,17,19,0.8947,108
103560,2022-23,2023-06-06T19:00:00Z,0,PO,5639,2729,Real Madrid,Joventut Badalona,9,8,83,93,visitante,Chus Mateo,Carles Duran,17,17,10,29,6,35,2,20,27,0.7407,8,32,0.25,0,6,19,25,0.76,102,20,23,4,26,6,32,5,21,44,0.4773,15,26,0.5769,5,0,6,10,0.6,97
103562,2023-24,2023-10-08T10:30:00Z,4,LR,5649,2753,Surne Bilbao Basket,UCAM Murcia,4,12,77,68,local,Jaume Ponsarnau,Sito Alonso,14,18,11,28,13,41,5,24,51,0.4706,5,17,0.2941,5,2,14,20,0.7,79,10,19,10,22,13,35,8,21,46,0.4565,4,23,0.1739,2,6,14,17,0.8235,67
103563,2023-24,2024-03-09T17:00:00Z,24,LR,5658,2742,Río Breogán,Unicaja,25,14,65,76,visitante,Veljko Mrsic,Ibon Navarro,13,16,18,23,12,35,4,15,30,0.5,6,24,0.25,1,2,17,20,0.85,67,16,20,12,18,13,31,12,18,35,0.5143,10,29,0.3448,2,1,10,11,0.9091,81
103564,2023-24,2024-03-03T17:30:00Z,23,LR,5659,2743,Dreamland Gran Canaria,Baskonia,5,3,98,80,local,Jaka Lakovic,Dusko Ivanovic,17,21,4,19,9,28,7,23,39,0.5897,11,24,0.4583,1,1,19,22,0.8636,115,16,22,12,18,8,26,0,17,28,0.6071,11,26,0.4231,0,1,13,21,0.619,76
