game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff
2021_1205_19629_40,2021-12-05T00:00:00+00:00,Basketball Loewen Braunschweig,40,Veolia Towers Hamburg,19629,92,103,visitante,2021-22,0
2021_1205_41_2745,2021-12-05T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MHP Riesen Ludwigsburg,41,68,83,visitante,2021-22,0
2021_1205_10_1791,2021-12-05T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,62,83,visitante,2021-22,0
2021_1206_219_215,2021-12-06T00:00:00+00:00,MLP Academics Heidelberg,215,FC Bayern Muenchen Basketball,219,71,77,visitante,2021-22,0
2021_1210_1510_215,2021-12-10T00:00:00+00:00,MLP Academics Heidelberg,215,Telekom Baskets Bonn,1510,70,87,visitante,2021-22,0
2021_1211_134_3361,2021-12-11T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Medi Bayreuth,134,72,85,visitante,2021-22,0
2021_1211_1791_133,2021-12-11T00:00:00+00:00,46ers Giessen,133,NINERS Chemnitz,1791,75,82,visitante,2021-22,0
2021_1211_2315_41,2021-12-11T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Merlins Crailsheim,2315,61,72,visitante,2021-22,0
2021_1211_214_450,2021-12-11T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,BG Goettingen,214,90,91,visitante,2021-22,0
2021_1212_2745_40,2021-12-12T00:00:00+00:00,Basketball Loewen Braunschweig,40,FITOne Wuerzburg Baskets,2745,87,86,local,2021-22,0
2021_1212_127_19629,2021-12-12T00:00:00+00:00,Veolia Towers Hamburg,19629,Ratiopharm Ulm,127,74,78,visitante,2021-22,0
2021_1212_10_219,2021-12-12T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,80,73,local,2021-22,0
2021_1215_41_3361,2021-12-15T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,MHP Riesen Ludwigsburg,41,67,95,visitante,2021-22,0
2021_1217_40_134,2021-12-17T00:00:00+00:00,Medi Bayreuth,134,Basketball Loewen Braunschweig,40,62,99,visitante,2021-22,0
2021_1218_2745_19629,2021-12-18T00:00:00+00:00,Veolia Towers Hamburg,19629,FITOne Wuerzburg Baskets,2745,100,88,local,2021-22,0
2021_1218_133_1510,2021-12-18T00:00:00+00:00,Telekom Baskets Bonn,1510,46ers Giessen,133,103,95,local,2021-22,0
2021_1218_214_2315,2021-12-18T00:00:00+00:00,Merlins Crailsheim,2315,BG Goettingen,214,76,83,visitante,2021-22,0
2021_1218_1791_132,2021-12-18T00:00:00+00:00,Bamberg Baskets,132,NINERS Chemnitz,1791,94,106,visitante,2021-22,0
2021_1218_1634_127,2021-12-18T00:00:00+00:00,Ratiopharm Ulm,127,EWE Baskets Oldenburg,1634,96,89,local,2021-22,0
2021_1219_3361_450,2021-12-19T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Fraport Skyliners Frankfurt,3361,89,68,local,2021-22,0
2021_1219_215_10,2021-12-19T00:00:00+00:00,ALBA Berlin,10,MLP Academics Heidelberg,215,83,81,local,2021-22,0
2021_1219_219_41,2021-12-19T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,78,79,visitante,2021-22,0
2021_1222_134_1510,2021-12-22T00:00:00+00:00,Telekom Baskets Bonn,1510,Medi Bayreuth,134,96,71,local,2021-22,0
2021_1223_2315_132,2021-12-23T00:00:00+00:00,Bamberg Baskets,132,Merlins Crailsheim,2315,79,93,visitante,2021-22,0
2021_1223_40_133,2021-12-23T00:00:00+00:00,46ers Giessen,133,Basketball Loewen Braunschweig,40,69,71,visitante,2021-22,0
2021_1226_19629_133,2021-12-26T00:00:00+00:00,46ers Giessen,133,Veolia Towers Hamburg,19629,82,104,visitante,2021-22,0
2021_1226_1510_450,2021-12-26T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Telekom Baskets Bonn,1510,90,115,visitante,2021-22,0
2021_1226_2315_219,2021-12-26T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Merlins Crailsheim,2315,68,77,visitante,2021-22,0
2021_1227_134_10,2021-12-27T00:00:00+00:00,ALBA Berlin,10,Medi Bayreuth,134,109,79,local,2021-22,0
2021_1227_3361_1791,2021-12-27T00:00:00+00:00,NINERS Chemnitz,1791,Fraport Skyliners Frankfurt,3361,82,78,local,2021-22,0
2021_1227_215_127,2021-12-27T00:00:00+00:00,Ratiopharm Ulm,127,MLP Academics Heidelberg,215,84,79,local,2021-22,0
2021_1227_132_41,2021-12-27T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Bamberg Baskets,132,88,81,local,2021-22,0
2021_1227_2745_214,2021-12-27T00:00:00+00:00,BG Goettingen,214,FITOne Wuerzburg Baskets,2745,86,79,local,2021-22,0
2021_1229_450_132,2021-12-29T00:00:00+00:00,Bamberg Baskets,132,SYNTAINICS MBC Weissenfels,450,98,86,local,2021-22,0
2021_1229_1510_40,2021-12-29T00:00:00+00:00,Basketball Loewen Braunschweig,40,Telekom Baskets Bonn,1510,83,89,visitante,2021-22,0
2021_1229_41_133,2021-12-29T00:00:00+00:00,46ers Giessen,133,MHP Riesen Ludwigsburg,41,87,96,visitante,2021-22,0
2021_1230_3361_215,2021-12-30T00:00:00+00:00,MLP Academics Heidelberg,215,Fraport Skyliners Frankfurt,3361,82,87,visitante,2021-22,0
2021_1230_127_214,2021-12-30T00:00:00+00:00,BG Goettingen,214,Ratiopharm Ulm,127,88,86,local,2021-22,0
2021_1230_1791_2315,2021-12-30T00:00:00+00:00,Merlins Crailsheim,2315,NINERS Chemnitz,1791,92,82,local,2021-22,0
2021_1231_10_2745,2021-12-31T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,ALBA Berlin,10,61,96,visitante,2021-22,0
2022_0102_1791_450,2022-01-02T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,NINERS Chemnitz,1791,74,91,visitante,2021-22,0
2022_0102_2315_1510,2022-01-02T00:00:00+00:00,Telekom Baskets Bonn,1510,Merlins Crailsheim,2315,76,81,visitante,2021-22,0
2022_0102_133_3361,2022-01-02T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,46ers Giessen,133,90,79,local,2021-22,0
2022_0102_214_40,2022-01-02T00:00:00+00:00,Basketball Loewen Braunschweig,40,BG Goettingen,214,93,85,local,2021-22,0
2022_0102_19629_10,2022-01-02T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,88,80,local,2021-22,0
2022_0102_2745_134,2022-01-02T00:00:00+00:00,Medi Bayreuth,134,FITOne Wuerzburg Baskets,2745,88,80,local,2021-22,0
2022_0102_127_41,2022-01-02T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Ratiopharm Ulm,127,66,78,visitante,2021-22,0
2022_0105_134_214,2022-01-05T00:00:00+00:00,BG Goettingen,214,Medi Bayreuth,134,72,75,visitante,2021-22,0
2022_0105_19629_132,2022-01-05T00:00:00+00:00,Bamberg Baskets,132,Veolia Towers Hamburg,19629,87,75,local,2021-22,0
2022_0107_215_2315,2022-01-07T00:00:00+00:00,Merlins Crailsheim,2315,MLP Academics Heidelberg,215,90,100,visitante,2021-22,0
2022_0108_133_214,2022-01-08T00:00:00+00:00,BG Goettingen,214,46ers Giessen,133,87,76,local,2021-22,0
2022_0108_41_134,2022-01-08T00:00:00+00:00,Medi Bayreuth,134,MHP Riesen Ludwigsburg,41,67,87,visitante,2021-22,0
2022_0108_450_127,2022-01-08T00:00:00+00:00,Ratiopharm Ulm,127,SYNTAINICS MBC Weissenfels,450,89,75,local,2021-22,0
2022_0109_219_1791,2022-01-09T00:00:00+00:00,NINERS Chemnitz,1791,FC Bayern Muenchen Basketball,219,65,63,local,2021-22,0
2022_0109_1510_19629,2022-01-09T00:00:00+00:00,Veolia Towers Hamburg,19629,Telekom Baskets Bonn,1510,92,80,local,2021-22,0
2022_0112_1791_214,2022-01-12T00:00:00+00:00,BG Goettingen,214,NINERS Chemnitz,1791,86,87,visitante,2021-22,0
2022_0114_19629_450,2022-01-14T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Veolia Towers Hamburg,19629,76,84,visitante,2021-22,0
2022_0115_40_215,2022-01-15T00:00:00+00:00,MLP Academics Heidelberg,215,Basketball Loewen Braunschweig,40,93,82,local,2021-22,0
2022_0115_1634_41,2022-01-15T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,79,57,local,2021-22,0
2022_0116_219_1510,2022-01-16T00:00:00+00:00,Telekom Baskets Bonn,1510,FC Bayern Muenchen Basketball,219,81,100,visitante,2021-22,0
