game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff,fs_match_id,home_fga,home_fgm,home_fg_pct,home_fg2a,home_fg2m,home_fg2_pct,home_fg3a,home_fg3m,home_fg3_pct,home_fta,home_ftm,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_blk,home_tov,home_stl,home_pf,away_fga,away_fgm,away_fg_pct,away_fg2a,away_fg2m,away_fg2_pct,away_fg3a,away_fg3m,away_fg3_pct,away_fta,away_ftm,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_blk,away_tov,away_stl,away_pf,fs_match_orientation
2025_0209_219_2457,2025-02-09T00:00:00+00:00,Rasta Vechta,2457,FC Bayern Muenchen Basketball,219,79,65,local,2024-25,0,vc0tosq4,70.0,31.0,44.29,47.0,23.0,48.94,23.0,8.0,34.78,11.0,9.0,81.8,13.0,32.0,45.0,18.0,4.0,9.0,8.0,19.0,71.0,25.0,35.21,37.0,17.0,45.95,34.0,8.0,23.53,12.0,7.0,58.3,17.0,26.0,43.0,18.0,4.0,11.0,4.0,17.0,forward
2025_0209_1774_2745,2025-02-09T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Rostock Seawolves,1774,93,97,visitante,2024-25,0,vZoIpDXN,68.0,33.0,48.53,37.0,21.0,56.76,31.0,12.0,38.71,23.0,15.0,65.2,10.0,17.0,27.0,21.0,2.0,5.0,5.0,21.0,58.0,34.0,58.62,27.0,19.0,70.37,31.0,15.0,48.39,17.0,14.0,82.4,7.0,26.0,33.0,17.0,3.0,12.0,2.0,28.0,forward
2025_0211_3361_219,2025-02-11T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Fraport Skyliners Frankfurt,3361,70,56,local,2024-25,0,QgYTyw6j,58.0,27.0,46.55,28.0,18.0,64.29,30.0,9.0,30.0,10.0,7.0,70.0,9.0,23.0,32.0,19.0,3.0,14.0,14.0,16.0,49.0,19.0,38.78,26.0,10.0,38.46,23.0,9.0,39.13,12.0,9.0,75.0,7.0,22.0,29.0,11.0,1.0,21.0,8.0,20.0,forward
2025_0211_215_1791,2025-02-11T00:00:00+00:00,NINERS Chemnitz,1791,MLP Academics Heidelberg,215,72,65,local,2024-25,0,byv3lGkd,66.0,28.0,42.42,42.0,21.0,50.0,24.0,7.0,29.17,16.0,9.0,56.3,13.0,34.0,47.0,16.0,3.0,11.0,3.0,19.0,68.0,24.0,35.29,40.0,19.0,47.5,28.0,5.0,17.86,19.0,12.0,63.2,14.0,29.0,43.0,18.0,5.0,10.0,7.0,18.0,forward
2025_0211_1510_41,2025-02-11T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,81,61,local,2024-25,0,MuIWebcM,81.0,31.0,38.27,42.0,19.0,45.24,39.0,12.0,30.77,8.0,7.0,87.5,16.0,34.0,50.0,18.0,3.0,8.0,9.0,21.0,64.0,20.0,31.25,33.0,14.0,42.42,31.0,6.0,19.35,20.0,15.0,75.0,13.0,33.0,46.0,13.0,6.0,17.0,5.0,15.0,forward
2025_0211_2457_450,2025-02-11T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Rasta Vechta,2457,91,83,local,2024-25,0,h0QFatbc,68.0,31.0,45.59,35.0,20.0,57.14,33.0,11.0,33.33,23.0,18.0,78.3,18.0,22.0,40.0,23.0,1.0,8.0,5.0,27.0,63.0,26.0,41.27,32.0,17.0,53.13,31.0,9.0,29.03,29.0,22.0,75.9,17.0,22.0,39.0,12.0,2.0,11.0,3.0,23.0,forward
2025_0212_2745_132,2025-02-12T00:00:00+00:00,Bamberg Baskets,132,FITOne Wuerzburg Baskets,2745,93,98,visitante,2024-25,0,tMdcsarT,75.0,33.0,44.0,42.0,25.0,59.52,33.0,8.0,24.24,31.0,19.0,61.3,12.0,26.0,38.0,24.0,2.0,5.0,5.0,25.0,74.0,32.0,43.24,39.0,22.0,56.41,35.0,10.0,28.57,30.0,24.0,80.0,16.0,35.0,51.0,18.0,2.0,12.0,2.0,23.0,forward
2025_0212_19629_40,2025-02-12T00:00:00+00:00,Basketball Loewen Braunschweig,40,Veolia Towers Hamburg,19629,91,79,local,2024-25,0,lSJOcKS9,67.0,32.0,47.76,39.0,21.0,53.85,28.0,11.0,39.29,23.0,16.0,69.6,11.0,26.0,37.0,20.0,5.0,10.0,10.0,20.0,63.0,29.0,46.03,38.0,22.0,57.89,25.0,7.0,28.0,19.0,14.0,73.7,11.0,27.0,38.0,14.0,1.0,19.0,3.0,21.0,forward
2025_0212_10_1774,2025-02-12T00:00:00+00:00,Rostock Seawolves,1774,ALBA Berlin,10,71,78,visitante,2024-25,0,vXGkCJs3,59.0,21.0,35.59,29.0,12.0,41.38,30.0,9.0,30.0,26.0,20.0,76.9,10.0,23.0,33.0,13.0,1.0,17.0,10.0,33.0,59.0,28.0,47.46,41.0,23.0,56.1,18.0,5.0,27.78,30.0,19.0,63.3,12.0,32.0,44.0,17.0,3.0,19.0,7.0,27.0,forward
2025_0213_127_214,2025-02-13T00:00:00+00:00,BG Goettingen,214,Ratiopharm Ulm,127,72,91,visitante,2024-25,0,jBzejxLq,65.0,27.0,41.54,38.0,19.0,50.0,27.0,8.0,29.63,18.0,10.0,55.6,10.0,29.0,39.0,14.0,0.0,20.0,6.0,29.0,64.0,31.0,48.44,41.0,23.0,56.1,23.0,8.0,34.78,31.0,21.0,67.7,10.0,30.0,40.0,20.0,5.0,15.0,10.0,16.0,forward
2025_0228_40_127,2025-02-28T00:00:00+00:00,Ratiopharm Ulm,127,Basketball Loewen Braunschweig,40,111,75,local,2024-25,0,65eD4Suf,68.0,37.0,54.41,38.0,21.0,55.26,30.0,16.0,53.33,28.0,21.0,75.0,11.0,23.0,34.0,19.0,3.0,6.0,8.0,24.0,63.0,25.0,39.68,37.0,19.0,51.35,26.0,6.0,23.08,25.0,19.0,76.0,14.0,24.0,38.0,14.0,4.0,14.0,4.0,24.0,forward
2025_0301_19629_3361,2025-03-01T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Veolia Towers Hamburg,19629,78,84,visitante,2024-25,0,CrzvjTQ0,69.0,27.0,39.13,45.0,21.0,46.67,24.0,6.0,25.0,19.0,18.0,94.7,14.0,24.0,38.0,16.0,3.0,13.0,9.0,21.0,74.0,33.0,44.59,45.0,24.0,53.33,29.0,9.0,31.03,18.0,9.0,50.0,19.0,28.0,47.0,9.0,3.0,13.0,8.0,20.0,forward
2025_0301_214_2457,2025-03-01T00:00:00+00:00,Rasta Vechta,2457,BG Goettingen,214,87,79,local,2024-25,0,vVyWikdl,73.0,32.0,43.84,39.0,19.0,48.72,34.0,13.0,38.24,18.0,10.0,55.6,19.0,28.0,47.0,20.0,3.0,12.0,7.0,20.0,58.0,29.0,50.0,36.0,21.0,58.33,22.0,8.0,36.36,23.0,13.0,56.5,5.0,27.0,32.0,11.0,1.0,12.0,6.0,21.0,forward
2025_0301_41_2745,2025-03-01T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MHP Riesen Ludwigsburg,41,77,60,local,2024-25,0,ncKcAcCF,51.0,23.0,45.1,26.0,14.0,53.85,25.0,9.0,36.0,28.0,22.0,78.6,8.0,29.0,37.0,19.0,1.0,14.0,10.0,24.0,66.0,21.0,31.82,24.0,11.0,45.83,42.0,10.0,23.81,14.0,8.0,57.1,19.0,21.0,40.0,17.0,4.0,16.0,9.0,26.0,forward
2025_0301_1510_1774,2025-03-01T00:00:00+00:00,Rostock Seawolves,1774,Telekom Baskets Bonn,1510,72,83,visitante,2024-25,0,Kv2BNIAa,64.0,26.0,40.63,34.0,18.0,52.94,30.0,8.0,26.67,15.0,12.0,80.0,7.0,26.0,33.0,17.0,1.0,15.0,7.0,23.0,61.0,27.0,44.26,30.0,18.0,60.0,31.0,9.0,29.03,25.0,20.0,80.0,9.0,31.0,40.0,15.0,4.0,14.0,7.0,21.0,reverse
2025_0302_219_1791,2025-03-02T00:00:00+00:00,NINERS Chemnitz,1791,FC Bayern Muenchen Basketball,219,72,94,visitante,2024-25,0,Klc56lBs,58.0,22.0,37.93,22.0,8.0,36.36,36.0,14.0,38.89,16.0,14.0,87.5,8.0,22.0,30.0,12.0,1.0,13.0,8.0,27.0,68.0,34.0,50.0,34.0,21.0,61.76,34.0,13.0,38.24,22.0,13.0,59.1,17.0,30.0,47.0,19.0,2.0,13.0,8.0,19.0,forward
2025_0302_1634_215,2025-03-02T00:00:00+00:00,MLP Academics Heidelberg,215,EWE Baskets Oldenburg,1634,95,79,local,2024-25,0,zHLYBAmK,58.0,33.0,56.9,32.0,22.0,68.75,26.0,11.0,42.31,25.0,18.0,72.0,9.0,24.0,33.0,18.0,6.0,21.0,10.0,27.0,57.0,22.0,38.6,30.0,10.0,33.33,27.0,12.0,44.44,32.0,23.0,71.9,12.0,18.0,30.0,10.0,2.0,17.0,10.0,23.0,forward
2025_0303_132_10,2025-03-03T00:00:00+00:00,ALBA Berlin,10,Bamberg Baskets,132,86,77,local,2024-25,0,voKZAIXp,64.0,31.0,48.44,39.0,23.0,58.97,25.0,8.0,32.0,24.0,16.0,66.7,13.0,27.0,40.0,19.0,3.0,13.0,7.0,25.0,69.0,27.0,39.13,41.0,21.0,51.22,28.0,6.0,21.43,23.0,17.0,73.9,16.0,23.0,39.0,14.0,1.0,13.0,6.0,22.0,forward
2025_0307_2457_1510,2025-03-07T00:00:00+00:00,Telekom Baskets Bonn,1510,Rasta Vechta,2457,88,94,visitante,2024-25,0,2XlM26A6,71.0,31.0,43.66,39.0,20.0,51.28,32.0,11.0,34.38,20.0,15.0,75.0,11.0,26.0,37.0,16.0,8.0,12.0,4.0,24.0,79.0,33.0,41.77,54.0,24.0,44.44,25.0,9.0,36.0,26.0,19.0,73.1,20.0,30.0,50.0,15.0,6.0,10.0,7.0,22.0,forward
2025_0308_3361_132,2025-03-08T00:00:00+00:00,Bamberg Baskets,132,Fraport Skyliners Frankfurt,3361,92,85,local,2024-25,0,SYOfH5Pa,53.0,29.0,54.72,34.0,22.0,64.71,19.0,7.0,36.84,36.0,27.0,75.0,8.0,25.0,33.0,24.0,3.0,12.0,6.0,20.0,66.0,31.0,46.97,40.0,22.0,55.0,26.0,9.0,34.62,19.0,14.0,73.7,11.0,20.0,31.0,18.0,1.0,12.0,7.0,29.0,forward
2025_0308_1791_214,2025-03-08T00:00:00+00:00,BG Goettingen,214,NINERS Chemnitz,1791,90,94,visitante,2024-25,0,zomU0puJ,59.0,28.0,47.46,30.0,18.0,60.0,29.0,10.0,34.48,37.0,24.0,64.9,10.0,27.0,37.0,22.0,1.0,14.0,7.0,20.0,72.0,32.0,44.44,35.0,17.0,48.57,37.0,15.0,40.54,20.0,15.0,75.0,13.0,25.0,38.0,25.0,2.0,11.0,8.0,30.0,forward
2025_0308_1774_19629,2025-03-08T00:00:00+00:00,Veolia Towers Hamburg,19629,Rostock Seawolves,1774,78,77,local,2024-25,0,6JznJRfm,68.0,31.0,45.59,41.0,23.0,56.1,27.0,8.0,29.63,13.0,8.0,61.5,13.0,23.0,36.0,13.0,8.0,11.0,3.0,20.0,67.0,28.0,41.79,39.0,18.0,46.15,28.0,10.0,35.71,14.0,12.0,85.7,17.0,24.0,41.0,15.0,2.0,15.0,4.0,21.0,forward
2025_0308_40_1634,2025-03-08T00:00:00+00:00,EWE Baskets Oldenburg,1634,Basketball Loewen Braunschweig,40,102,90,local,2024-25,0,jgVGOmXP,60.0,35.0,58.33,36.0,25.0,69.44,24.0,10.0,41.67,29.0,22.0,75.9,9.0,28.0,37.0,26.0,7.0,23.0,7.0,23.0,77.0,32.0,41.56,43.0,23.0,53.49,34.0,9.0,26.47,24.0,17.0,70.8,16.0,18.0,34.0,23.0,4.0,16.0,11.0,26.0,forward
2025_0309_215_219,2025-03-09T00:00:00+00:00,FC Bayern Muenchen Basketball,219,MLP Academics Heidelberg,215,87,78,local,2024-25,0,WQLBDNOO,60.0,30.0,50.0,31.0,18.0,58.06,29.0,12.0,41.38,20.0,15.0,75.0,8.0,24.0,32.0,21.0,2.0,15.0,13.0,18.0,58.0,29.0,50.0,29.0,19.0,65.52,29.0,10.0,34.48,14.0,10.0,71.4,7.0,24.0,31.0,22.0,2.0,17.0,10.0,21.0,forward
2025_0309_2745_450,2025-03-09T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,FITOne Wuerzburg Baskets,2745,110,101,local,2024-25,0,nwdLXQ9t,59.0,34.0,57.63,28.0,21.0,75.0,31.0,13.0,41.94,34.0,29.0,85.3,13.0,23.0,36.0,28.0,2.0,15.0,5.0,27.0,59.0,31.0,52.54,28.0,18.0,64.29,31.0,13.0,41.94,32.0,27.0,84.4,8.0,17.0,25.0,21.0,0.0,14.0,6.0,29.0,forward
2025_0309_10_127,2025-03-09T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,101,90,local,2024-25,0,zaS2FqfC,69.0,33.0,47.83,38.0,21.0,55.26,31.0,12.0,38.71,27.0,23.0,85.2,10.0,24.0,34.0,24.0,1.0,17.0,7.0,23.0,63.0,30.0,47.62,36.0,23.0,63.89,27.0,7.0,25.93,32.0,23.0,71.9,12.0,26.0,38.0,16.0,0.0,17.0,11.0,24.0,forward
2025_0310_2457_214,2025-03-10T00:00:00+00:00,BG Goettingen,214,Rasta Vechta,2457,66,86,visitante,2024-25,0,vy97VR9T,68.0,21.0,30.88,45.0,16.0,35.56,23.0,5.0,21.74,27.0,19.0,70.4,21.0,26.0,47.0,14.0,3.0,18.0,9.0,21.0,78.0,34.0,43.59,49.0,25.0,51.02,29.0,9.0,31.03,14.0,9.0,64.3,20.0,30.0,50.0,17.0,7.0,13.0,11.0,27.0,forward
2025_0311_219_132,2025-03-11T00:00:00+00:00,Bamberg Baskets,132,FC Bayern Muenchen Basketball,219,69,68,local,2024-25,0,fk2QsjGj,66.0,27.0,40.91,39.0,17.0,43.59,27.0,10.0,37.04,10.0,5.0,50.0,10.0,29.0,39.0,19.0,3.0,9.0,4.0,24.0,56.0,20.0,35.71,15.0,8.0,53.33,41.0,12.0,29.27,21.0,16.0,76.2,14.0,30.0,44.0,13.0,0.0,13.0,6.0,17.0,forward
2025_0314_127_2457,2025-03-14T00:00:00+00:00,Rasta Vechta,2457,Ratiopharm Ulm,127,73,84,visitante,2024-25,0,6uCMV4vg,61.0,21.0,34.43,27.0,9.0,33.33,34.0,12.0,35.29,27.0,19.0,70.4,10.0,23.0,33.0,15.0,5.0,16.0,8.0,29.0,58.0,27.0,46.55,31.0,17.0,54.84,27.0,10.0,37.04,31.0,20.0,64.5,13.0,32.0,45.0,16.0,0.0,19.0,8.0,25.0,forward
2025_0315_132_1510,2025-03-15T00:00:00+00:00,Telekom Baskets Bonn,1510,Bamberg Baskets,132,87,77,local,2024-25,0,zL3wSMwI,65.0,29.0,44.62,28.0,18.0,64.29,37.0,11.0,29.73,19.0,18.0,94.7,11.0,28.0,39.0,19.0,2.0,16.0,6.0,19.0,72.0,28.0,38.89,46.0,21.0,45.65,26.0,7.0,26.92,19.0,14.0,73.7,17.0,24.0,41.0,18.0,1.0,11.0,12.0,22.0,forward
2025_0315_19629_1634,2025-03-15T00:00:00+00:00,EWE Baskets Oldenburg,1634,Veolia Towers Hamburg,19629,99,81,local,2024-25,0,ro7oQ08U,52.0,29.0,55.77,32.0,20.0,62.5,20.0,9.0,45.0,36.0,32.0,88.9,10.0,31.0,41.0,23.0,1.0,19.0,5.0,25.0,61.0,27.0,44.26,27.0,18.0,66.67,34.0,9.0,26.47,32.0,18.0,56.3,9.0,15.0,24.0,19.0,2.0,12.0,12.0,30.0,forward
2025_0315_450_1774,2025-03-15T00:00:00+00:00,Rostock Seawolves,1774,SYNTAINICS MBC Weissenfels,450,84,76,local,2024-25,0,E5FUTr95,61.0,31.0,50.82,38.0,22.0,57.89,23.0,9.0,39.13,18.0,13.0,72.2,10.0,26.0,36.0,13.0,2.0,13.0,4.0,22.0,59.0,26.0,44.07,31.0,16.0,51.61,28.0,10.0,35.71,16.0,14.0,87.5,7.0,21.0,28.0,16.0,2.0,12.0,7.0,25.0,forward
2025_0316_10_40,2025-03-16T00:00:00+00:00,Basketball Loewen Braunschweig,40,ALBA Berlin,10,73,108,visitante,2024-25,0,Krxdp4gn,64.0,27.0,42.19,43.0,24.0,55.81,21.0,3.0,14.29,32.0,16.0,50.0,12.0,22.0,34.0,20.0,3.0,12.0,9.0,29.0,58.0,31.0,53.45,31.0,18.0,58.06,27.0,13.0,48.15,40.0,33.0,82.5,9.0,32.0,41.0,21.0,7.0,13.0,8.0,28.0,forward
2025_0316_41_3361,2025-03-16T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,MHP Riesen Ludwigsburg,41,77,69,local,2024-25,0,hdz4rrOb,45.0,20.0,44.44,25.0,10.0,40.0,20.0,10.0,50.0,35.0,27.0,77.1,6.0,38.0,44.0,12.0,6.0,19.0,3.0,22.0,73.0,23.0,31.51,35.0,14.0,40.0,38.0,9.0,23.68,19.0,14.0,73.7,13.0,22.0,35.0,12.0,2.0,7.0,9.0,25.0,forward
2025_0316_214_215,2025-03-16T00:00:00+00:00,MLP Academics Heidelberg,215,BG Goettingen,214,93,86,local,2024-25,0,fNepODxp,63.0,32.0,50.79,45.0,26.0,57.78,18.0,6.0,33.33,32.0,23.0,71.9,8.0,25.0,33.0,23.0,6.0,10.0,5.0,30.0,59.0,27.0,45.76,33.0,17.0,51.52,26.0,10.0,38.46,33.0,22.0,66.7,10.0,25.0,35.0,17.0,0.0,13.0,5.0,29.0,forward
2025_0316_1791_2745,2025-03-16T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,NINERS Chemnitz,1791,83,90,visitante,2024-25,0,lOTCtMhB,68.0,28.0,41.18,41.0,24.0,58.54,27.0,4.0,14.81,27.0,23.0,85.2,15.0,24.0,39.0,12.0,2.0,8.0,3.0,22.0,63.0,29.0,46.03,30.0,15.0,50.0,33.0,14.0,42.42,22.0,18.0,81.8,13.0,23.0,36.0,15.0,2.0,12.0,5.0,25.0,forward
2025_0317_127_219,2025-03-17T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Ratiopharm Ulm,127,70,62,local,2024-25,0,QXQYomfA,65.0,23.0,35.38,30.0,17.0,56.67,35.0,6.0,17.14,20.0,18.0,90.0,13.0,26.0,39.0,14.0,2.0,13.0,7.0,16.0,59.0,24.0,40.68,27.0,16.0,59.26,32.0,8.0,25.0,10.0,6.0,60.0,8.0,28.0,36.0,10.0,1.0,19.0,8.0,24.0,forward
2025_0322_2457_19629,2025-03-22T00:00:00+00:00,Veolia Towers Hamburg,19629,Rasta Vechta,2457,86,73,local,2024-25,0,GxpgMi7d,63.0,31.0,49.21,36.0,19.0,52.78,27.0,12.0,44.44,16.0,12.0,75.0,12.0,27.0,39.0,19.0,1.0,15.0,3.0,21.0,63.0,27.0,42.86,35.0,21.0,60.0,28.0,6.0,21.43,16.0,13.0,81.3,9.0,21.0,30.0,8.0,3.0,14.0,6.0,19.0,forward
2025_0322_1634_41,2025-03-22T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,66,79,visitante,2024-25,0,8pnvpea3,71.0,22.0,30.99,36.0,17.0,47.22,35.0,5.0,14.29,26.0,17.0,65.4,14.0,26.0,40.0,9.0,1.0,13.0,10.0,33.0,56.0,22.0,39.29,30.0,16.0,53.33,26.0,6.0,23.08,38.0,29.0,76.3,15.0,36.0,51.0,15.0,6.0,20.0,2.0,27.0,forward
2025_0322_3361_127,2025-03-22T00:00:00+00:00,Ratiopharm Ulm,127,Fraport Skyliners Frankfurt,3361,115,88,local,2024-25,0,4CumrZTF,66.0,39.0,59.09,34.0,20.0,58.82,32.0,19.0,59.38,20.0,18.0,90.0,10.0,15.0,25.0,26.0,2.0,11.0,12.0,22.0,54.0,28.0,51.85,33.0,15.0,45.45,21.0,13.0,61.9,24.0,19.0,79.2,13.0,18.0,31.0,20.0,1.0,25.0,4.0,22.0,forward
2025_0322_1774_219,2025-03-22T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Rostock Seawolves,1774,91,66,local,2024-25,0,hQ1MYLPi,66.0,34.0,51.52,27.0,17.0,62.96,39.0,17.0,43.59,9.0,6.0,66.7,9.0,26.0,35.0,22.0,2.0,15.0,10.0,21.0,62.0,23.0,37.1,40.0,17.0,42.5,22.0,6.0,27.27,22.0,14.0,63.6,17.0,22.0,39.0,10.0,0.0,20.0,10.0,13.0,forward
2025_0323_2745_10,2025-03-23T00:00:00+00:00,ALBA Berlin,10,FITOne Wuerzburg Baskets,2745,80,84,visitante,2024-25,0,xQwetDbS,53.0,26.0,49.06,27.0,14.0,51.85,26.0,12.0,46.15,29.0,16.0,55.2,10.0,27.0,37.0,24.0,4.0,20.0,2.0,25.0,59.0,28.0,47.46,37.0,19.0,51.35,22.0,9.0,40.91,23.0,19.0,82.6,5.0,24.0,29.0,8.0,2.0,15.0,10.0,24.0,forward
2025_0323_215_132,2025-03-23T00:00:00+00:00,Bamberg Baskets,132,MLP Academics Heidelberg,215,90,93,visitante,2024-25,0,dAKRziMk,69.0,28.0,40.58,35.0,17.0,48.57,34.0,11.0,32.35,30.0,23.0,76.7,12.0,23.0,35.0,24.0,1.0,8.0,9.0,24.0,64.0,34.0,53.13,37.0,23.0,62.16,27.0,11.0,40.74,24.0,14.0,58.3,11.0,30.0,41.0,23.0,3.0,14.0,4.0,28.0,forward
2025_0323_1510_214,2025-03-23T00:00:00+00:00,BG Goettingen,214,Telekom Baskets Bonn,1510,85,112,visitante,2024-25,0,r30MdYr9,71.0,31.0,43.66,39.0,22.0,56.41,32.0,9.0,28.13,22.0,14.0,63.6,15.0,24.0,39.0,21.0,3.0,15.0,3.0,26.0,66.0,36.0,54.55,36.0,23.0,63.89,30.0,13.0,43.33,29.0,27.0,93.1,8.0,27.0,35.0,20.0,3.0,9.0,8.0,21.0,forward
2025_0323_40_450,2025-03-23T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Basketball Loewen Braunschweig,40,82,77,local,2024-25,0,27NZYUj2,62.0,30.0,48.39,39.0,19.0,48.72,23.0,11.0,47.83,15.0,11.0,73.3,9.0,21.0,30.0,27.0,2.0,18.0,15.0,20.0,66.0,25.0,37.88,42.0,18.0,42.86,24.0,7.0,29.17,21.0,16.0,76.2,18.0,23.0,41.0,17.0,5.0,19.0,9.0,19.0,forward
2025_0328_41_2457,2025-03-28T00:00:00+00:00,Rasta Vechta,2457,MHP Riesen Ludwigsburg,41,64,70,visitante,2024-25,0,jT3UfCDL,51.0,18.0,35.29,29.0,10.0,34.48,22.0,8.0,36.36,27.0,20.0,74.1,6.0,32.0,38.0,13.0,6.0,12.0,3.0,25.0,69.0,23.0,33.33,36.0,16.0,44.44,33.0,7.0,21.21,25.0,17.0,68.0,20.0,29.0,49.0,12.0,2.0,10.0,6.0,23.0,forward
2025_0329_19629_1510,2025-03-29T00:00:00+00:00,Telekom Baskets Bonn,1510,Veolia Towers Hamburg,19629,93,96,visitante,2024-25,0,ADp1kjyq,69.0,31.0,44.93,35.0,14.0,40.0,34.0,17.0,50.0,18.0,14.0,77.8,13.0,21.0,34.0,14.0,1.0,10.0,10.0,23.0,70.0,33.0,47.14,42.0,22.0,52.38,28.0,11.0,39.29,26.0,19.0,73.1,19.0,27.0,46.0,15.0,3.0,13.0,8.0,23.0,forward
2025_0329_450_1634,2025-03-29T00:00:00+00:00,EWE Baskets Oldenburg,1634,SYNTAINICS MBC Weissenfels,450,95,97,visitante,2024-25,0,2TbAo8z8,64.0,35.0,54.69,43.0,26.0,60.47,21.0,9.0,42.86,23.0,16.0,69.6,15.0,24.0,39.0,23.0,0.0,19.0,7.0,27.0,57.0,28.0,49.12,28.0,18.0,64.29,29.0,10.0,34.48,33.0,31.0,93.9,6.0,16.0,22.0,18.0,5.0,12.0,11.0,25.0,forward
2025_0329_127_1774,2025-03-29T00:00:00+00:00,Rostock Seawolves,1774,Ratiopharm Ulm,127,85,67,local,2024-25,0,rRr9mU5e,62.0,30.0,48.39,39.0,21.0,53.85,23.0,9.0,39.13,19.0,16.0,84.2,11.0,33.0,44.0,14.0,4.0,16.0,10.0,21.0,69.0,24.0,34.78,29.0,13.0,44.83,40.0,11.0,27.5,17.0,8.0,47.1,16.0,22.0,38.0,12.0,4.0,14.0,9.0,19.0,forward
2025_0329_219_2745,2025-03-29T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,FC Bayern Muenchen Basketball,219,75,81,visitante,2024-25,0,MXVz2TKl,69.0,25.0,36.23,35.0,14.0,40.0,34.0,11.0,32.35,21.0,14.0,66.7,17.0,21.0,38.0,13.0,2.0,18.0,11.0,22.0,56.0,29.0,51.79,29.0,22.0,75.86,27.0,7.0,25.93,24.0,16.0,66.7,10.0,29.0,39.0,19.0,3.0,21.0,13.0,22.0,forward
2025_0330_132_40,2025-03-30T00:00:00+00:00,Basketball Loewen Braunschweig,40,Bamberg Baskets,132,114,88,local,2024-25,0,jku57kcR,67.0,40.0,59.7,40.0,30.0,75.0,27.0,10.0,37.04,28.0,24.0,85.7,8.0,26.0,34.0,24.0,6.0,4.0,8.0,20.0,65.0,32.0,49.23,44.0,24.0,54.55,21.0,8.0,38.1,20.0,16.0,80.0,8.0,21.0,29.0,14.0,2.0,10.0,3.0,26.0,forward
2025_0330_1791_3361,2025-03-30T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,NINERS Chemnitz,1791,65,70,visitante,2024-25,0,2svq07k1,64.0,21.0,32.81,36.0,15.0,41.67,28.0,6.0,21.43,23.0,17.0,73.9,11.0,29.0,40.0,12.0,3.0,14.0,8.0,21.0,64.0,25.0,39.06,38.0,20.0,52.63,26.0,5.0,19.23,21.0,15.0,71.4,13.0,32.0,45.0,13.0,2.0,15.0,7.0,21.0,forward
2025_0331_10_215,2025-03-31T00:00:00+00:00,MLP Academics Heidelberg,215,ALBA Berlin,10,90,86,local,2024-25,0,zexiboKD,60.0,32.0,53.33,33.0,24.0,72.73,27.0,8.0,29.63,29.0,18.0,62.1,8.0,25.0,33.0,17.0,4.0,14.0,12.0,24.0,60.0,28.0,46.67,31.0,19.0,61.29,29.0,9.0,31.03,26.0,21.0,80.8,9.0,25.0,34.0,17.0,1.0,15.0,9.0,27.0,forward
2025_0404_3361_450,2025-04-04T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Fraport Skyliners Frankfurt,3361,85,72,local,2024-25,0,hW6y6cwK,58.0,31.0,53.45,32.0,22.0,68.75,26.0,9.0,34.62,19.0,16.0,84.2,5.0,19.0,24.0,22.0,1.0,8.0,11.0,18.0,50.0,27.0,54.0,33.0,21.0,63.64,17.0,6.0,35.29,15.0,12.0,80.0,5.0,24.0,29.0,18.0,1.0,18.0,4.0,20.0,forward
2025_0405_2745_214,2025-04-05T00:00:00+00:00,BG Goettingen,214,FITOne Wuerzburg Baskets,2745,80,97,visitante,2024-25,0,WppOdg06,61.0,28.0,45.9,37.0,20.0,54.05,24.0,8.0,33.33,28.0,16.0,57.1,10.0,20.0,30.0,18.0,1.0,14.0,7.0,23.0,68.0,35.0,51.47,46.0,28.0,60.87,22.0,7.0,31.82,28.0,20.0,71.4,14.0,31.0,45.0,21.0,0.0,12.0,9.0,25.0,forward
2025_0405_215_19629,2025-04-05T00:00:00+00:00,Veolia Towers Hamburg,19629,MLP Academics Heidelberg,215,88,81,local,2024-25,0,OEc70y1s,63.0,31.0,49.21,32.0,19.0,59.38,31.0,12.0,38.71,21.0,14.0,66.7,10.0,27.0,37.0,14.0,1.0,15.0,12.0,21.0,64.0,27.0,42.19,34.0,16.0,47.06,30.0,11.0,36.67,22.0,16.0,72.7,12.0,25.0,37.0,17.0,2.0,17.0,8.0,24.0,forward
